date,ambulance,heat stroke,kw_group,breathing problems,asthma attack,air quality,chest pain,hospital wait time,emergency room
2024-05-19,,,air quality_chest pain,,,1.0,2.0,,
2024-05-19,,,hospital wait time_emergency room,,,,,36.0,42.0
2024-05-26,,,air quality_chest pain,,,1.0,2.0,,
2024-05-26,,,breathing problems_asthma attack,0.0,44.0,,,,
2024-05-26,,,hospital wait time_emergency room,,,,,24.0,37.0
2024-05-26,34.0,11.0,ambulance_heat stroke,,,,,,
2024-06-02,,,air quality_chest pain,,,1.0,2.0,,
2024-06-02,,,breathing problems_asthma attack,0.0,71.0,,,,
2024-06-02,,,hospital wait time_emergency room,,,,,29.0,34.0
2024-06-02,34.0,14.0,ambulance_heat stroke,,,,,,
2024-06-09,,,breathing problems_asthma attack,0.0,0.0,,,,
2024-06-09,,,hospital wait time_emergency room,,,,,33.0,40.0
2024-06-09,35.0,10.0,ambulance_heat stroke,,,,,,
2024-06-09,,,air quality_chest pain,,,1.0,2.0,,
2024-06-16,,,hospital wait time_emergency room,,,,,28.0,38.0
2024-06-16,,,air quality_chest pain,,,1.0,1.0,,
2024-06-16,32.0,70.0,ambulance_heat stroke,,,,,,
2024-06-16,,,breathing problems_asthma attack,56.0,54.0,,,,
2024-06-23,,,hospital wait time_emergency room,,,,,29.0,30.0
2024-06-23,,,air quality_chest pain,,,0.0,2.0,,
2024-06-23,,,breathing problems_asthma attack,0.0,57.0,,,,
2024-06-23,32.0,15.0,ambulance_heat stroke,,,,,,
2024-06-30,,,breathing problems_asthma attack,66.0,48.0,,,,
2024-06-30,,,air quality_chest pain,,,1.0,1.0,,
2024-06-30,,,hospital wait time_emergency room,,,,,32.0,33.0
2024-06-30,70.0,18.0,ambulance_heat stroke,,,,,,
2024-07-07,68.0,30.0,ambulance_heat stroke,,,,,,
2024-07-07,,,breathing problems_asthma attack,0.0,81.0,,,,
2024-07-07,,,air quality_chest pain,,,1.0,2.0,,
2024-07-07,,,hospital wait time_emergency room,,,,,30.0,40.0
2024-07-14,,,hospital wait time_emergency room,,,,,22.0,42.0
2024-07-14,45.0,21.0,ambulance_heat stroke,,,,,,
2024-07-14,,,air quality_chest pain,,,1.0,2.0,,
2024-07-14,,,breathing problems_asthma attack,49.0,50.0,,,,
2024-07-21,43.0,19.0,ambulance_heat stroke,,,,,,
2024-07-21,,,air quality_chest pain,,,1.0,2.0,,
2024-07-21,,,breathing problems_asthma attack,0.0,0.0,,,,
2024-07-21,,,hospital wait time_emergency room,,,,,33.0,32.0
2024-07-28,36.0,38.0,ambulance_heat stroke,,,,,,
2024-07-28,,,air quality_chest pain,,,1.0,2.0,,
2024-07-28,,,hospital wait time_emergency room,,,,,26.0,34.0
2024-07-28,,,breathing problems_asthma attack,64.0,48.0,,,,
2024-08-04,41.0,17.0,ambulance_heat stroke,,,,,,
2024-08-04,,,air quality_chest pain,,,1.0,2.0,,
2024-08-04,,,hospital wait time_emergency room,,,,,40.0,33.0
2024-08-04,,,breathing problems_asthma attack,53.0,60.0,,,,
2024-08-11,,,hospital wait time_emergency room,,,,,38.0,38.0
2024-08-11,,,air quality_chest pain,,,1.0,2.0,,
2024-08-11,35.0,10.0,ambulance_heat stroke,,,,,,
2024-08-11,,,breathing problems_asthma attack,0.0,45.0,,,,
2024-08-18,,,hospital wait time_emergency room,,,,,28.0,35.0
2024-08-18,39.0,5.0,ambulance_heat stroke,,,,,,
2024-08-18,,,breathing problems_asthma attack,42.0,0.0,,,,
2024-08-18,,,air quality_chest pain,,,1.0,2.0,,
2024-08-25,,,hospital wait time_emergency room,,,,,37.0,35.0
2024-08-25,39.0,10.0,ambulance_heat stroke,,,,,,
2024-08-25,,,breathing problems_asthma attack,51.0,0.0,,,,
2024-08-25,,,air quality_chest pain,,,1.0,2.0,,
2024-09-01,,,air quality_chest pain,,,1.0,2.0,,
2024-09-01,,,hospital wait time_emergency room,,,,,35.0,44.0
2024-09-01,34.0,4.0,ambulance_heat stroke,,,,,,
2024-09-01,,,breathing problems_asthma attack,46.0,0.0,,,,
2024-09-08,,,breathing problems_asthma attack,0.0,71.0,,,,
2024-09-08,,,hospital wait time_emergency room,,,,,32.0,34.0
2024-09-08,,,air quality_chest pain,,,1.0,2.0,,
2024-09-08,38.0,4.0,ambulance_heat stroke,,,,,,
2024-09-15,,,air quality_chest pain,,,1.0,2.0,,
2024-09-15,,,breathing problems_asthma attack,71.0,72.0,,,,
2024-09-15,33.0,8.0,ambulance_heat stroke,,,,,,
2024-09-15,,,hospital wait time_emergency room,,,,,31.0,37.0
2024-09-22,,,breathing problems_asthma attack,43.0,49.0,,,,
2024-09-22,34.0,3.0,ambulance_heat stroke,,,,,,
2024-09-22,,,hospital wait time_emergency room,,,,,31.0,35.0
2024-09-22,,,air quality_chest pain,,,1.0,2.0,,
2024-09-29,,,hospital wait time_emergency room,,,,,35.0,34.0
2024-09-29,45.0,3.0,ambulance_heat stroke,,,,,,
2024-09-29,,,air quality_chest pain,,,1.0,2.0,,
2024-09-29,,,breathing problems_asthma attack,0.0,71.0,,,,
2024-10-06,,,hospital wait time_emergency room,,,,,33.0,32.0
2024-10-06,35.0,2.0,ambulance_heat stroke,,,,,,
2024-10-06,,,breathing problems_asthma attack,42.0,63.0,,,,
2024-10-06,,,air quality_chest pain,,,1.0,2.0,,
2024-10-13,,,hospital wait time_emergency room,,,,,32.0,33.0
2024-10-13,,,air quality_chest pain,,,1.0,2.0,,
2024-10-13,,,breathing problems_asthma attack,47.0,96.0,,,,
2024-10-13,34.0,0.0,ambulance_heat stroke,,,,,,
2024-10-20,,,breathing problems_asthma attack,54.0,65.0,,,,
2024-10-20,,,air quality_chest pain,,,1.0,2.0,,
2024-10-20,,,hospital wait time_emergency room,,,,,40.0,37.0
2024-10-20,36.0,3.0,ambulance_heat stroke,,,,,,
2024-10-27,,,hospital wait time_emergency room,,,,,31.0,33.0
2024-10-27,,,breathing problems_asthma attack,0.0,66.0,,,,
2024-10-27,,,air quality_chest pain,,,1.0,2.0,,
2024-10-27,34.0,2.0,ambulance_heat stroke,,,,,,
2024-11-03,32.0,3.0,ambulance_heat stroke,,,,,,
2024-11-03,,,hospital wait time_emergency room,,,,,32.0,32.0
2024-11-03,,,breathing problems_asthma attack,0.0,65.0,,,,
2024-11-03,,,air quality_chest pain,,,1.0,2.0,,
2024-11-10,,,hospital wait time_emergency room,,,,,36.0,40.0
2024-11-10,,,breathing problems_asthma attack,58.0,39.0,,,,
2024-11-10,35.0,0.0,ambulance_heat stroke,,,,,,
2024-11-10,,,air quality_chest pain,,,1.0,2.0,,
2024-11-17,37.0,0.0,ambulance_heat stroke,,,,,,
2024-11-17,,,hospital wait time_emergency room,,,,,34.0,35.0
2024-11-17,,,breathing problems_asthma attack,41.0,64.0,,,,
2024-11-17,,,air quality_chest pain,,,1.0,2.0,,
2024-11-24,,,breathing problems_asthma attack,62.0,62.0,,,,
2024-11-24,,,air quality_chest pain,,,1.0,2.0,,
2024-11-24,31.0,2.0,ambulance_heat stroke,,,,,,
2024-11-24,,,hospital wait time_emergency room,,,,,30.0,37.0
2024-12-01,,,air quality_chest pain,,,1.0,2.0,,
2024-12-01,,,hospital wait time_emergency room,,,,,29.0,34.0
2024-12-01,28.0,0.0,ambulance_heat stroke,,,,,,
2024-12-01,,,breathing problems_asthma attack,0.0,60.0,,,,
2024-12-08,,,hospital wait time_emergency room,,,,,34.0,37.0
2024-12-08,,,breathing problems_asthma attack,57.0,89.0,,,,
2024-12-08,30.0,0.0,ambulance_heat stroke,,,,,,
2024-12-08,,,air quality_chest pain,,,1.0,2.0,,
2024-12-15,28.0,0.0,ambulance_heat stroke,,,,,,
2024-12-15,,,air quality_chest pain,,,1.0,2.0,,
2024-12-15,,,breathing problems_asthma attack,0.0,72.0,,,,
2024-12-15,,,hospital wait time_emergency room,,,,,43.0,43.0
2024-12-22,,,breathing problems_asthma attack,74.0,77.0,,,,
2024-12-22,28.0,0.0,ambulance_heat stroke,,,,,,
2024-12-22,,,air quality_chest pain,,,1.0,2.0,,
2024-12-22,,,hospital wait time_emergency room,,,,,62.0,43.0
2024-12-29,33.0,0.0,ambulance_heat stroke,,,,,,
2024-12-29,,,air quality_chest pain,,,1.0,2.0,,
2024-12-29,,,breathing problems_asthma attack,46.0,46.0,,,,
2024-12-29,,,hospital wait time_emergency room,,,,,61.0,41.0
2025-01-05,,,hospital wait time_emergency room,,,,,39.0,42.0
2025-01-05,,,air quality_chest pain,,,1.0,2.0,,
2025-01-05,39.0,0.0,ambulance_heat stroke,,,,,,
2025-01-05,,,breathing problems_asthma attack,48.0,40.0,,,,
2025-01-12,,,hospital wait time_emergency room,,,,,46.0,45.0
2025-01-12,,,air quality_chest pain,,,1.0,2.0,,
2025-01-12,41.0,0.0,ambulance_heat stroke,,,,,,
2025-01-12,,,breathing problems_asthma attack,45.0,71.0,,,,
2025-01-19,,,hospital wait time_emergency room,,,,,40.0,37.0
2025-01-19,,,air quality_chest pain,,,1.0,2.0,,
2025-01-19,,,breathing problems_asthma attack,64.0,62.0,,,,
2025-01-19,36.0,2.0,ambulance_heat stroke,,,,,,
2025-01-26,47.0,0.0,ambulance_heat stroke,,,,,,
2025-01-26,,,breathing problems_asthma attack,56.0,44.0,,,,
2025-01-26,,,air quality_chest pain,,,1.0,2.0,,
2025-01-26,,,hospital wait time_emergency room,,,,,48.0,51.0
2025-02-02,,,air quality_chest pain,,,1.0,2.0,,
2025-02-02,,,hospital wait time_emergency room,,,,,37.0,36.0
2025-02-02,42.0,2.0,ambulance_heat stroke,,,,,,
2025-02-02,,,breathing problems_asthma attack,43.0,68.0,,,,
2025-02-09,,,breathing problems_asthma attack,46.0,73.0,,,,
2025-02-09,,,air quality_chest pain,,,1.0,2.0,,
2025-02-09,,,hospital wait time_emergency room,,,,,34.0,38.0
2025-02-09,36.0,2.0,ambulance_heat stroke,,,,,,
2025-02-16,,,air quality_chest pain,,,1.0,2.0,,
2025-02-16,37.0,2.0,ambulance_heat stroke,,,,,,
2025-02-16,,,breathing problems_asthma attack,53.0,68.0,,,,
2025-02-16,,,hospital wait time_emergency room,,,,,36.0,36.0
2025-02-23,,,air quality_chest pain,,,1.0,2.0,,
2025-02-23,,,breathing problems_asthma attack,50.0,44.0,,,,
2025-02-23,38.0,2.0,ambulance_heat stroke,,,,,,
2025-02-23,,,hospital wait time_emergency room,,,,,41.0,49.0
2025-03-02,35.0,0.0,ambulance_heat stroke,,,,,,
2025-03-02,,,air quality_chest pain,,,1.0,2.0,,
2025-03-02,,,breathing problems_asthma attack,0.0,40.0,,,,
2025-03-02,,,hospital wait time_emergency room,,,,,38.0,42.0
2025-03-09,39.0,2.0,ambulance_heat stroke,,,,,,
2025-03-09,,,hospital wait time_emergency room,,,,,35.0,41.0
2025-03-09,,,air quality_chest pain,,,1.0,2.0,,
2025-03-09,,,breathing problems_asthma attack,0.0,49.0,,,,
2025-03-16,,,breathing problems_asthma attack,66.0,80.0,,,,
2025-03-16,36.0,2.0,ambulance_heat stroke,,,,,,
2025-03-16,,,air quality_chest pain,,,1.0,2.0,,
2025-03-16,,,hospital wait time_emergency room,,,,,42.0,37.0
2025-03-23,,,breathing problems_asthma attack,40.0,0.0,,,,
2025-03-23,,,air quality_chest pain,,,1.0,2.0,,
2025-03-23,38.0,2.0,ambulance_heat stroke,,,,,,
2025-03-23,,,hospital wait time_emergency room,,,,,31.0,37.0
2025-03-30,,,breathing problems_asthma attack,0.0,50.0,,,,
2025-03-30,,,hospital wait time_emergency room,,,,,34.0,29.0
2025-03-30,35.0,2.0,ambulance_heat stroke,,,,,,
2025-03-30,,,air quality_chest pain,,,1.0,2.0,,
2025-04-06,,,air quality_chest pain,,,1.0,2.0,,
2025-04-06,,,hospital wait time_emergency room,,,,,33.0,40.0
2025-04-06,35.0,0.0,ambulance_heat stroke,,,,,,
2025-04-06,,,breathing problems_asthma attack,42.0,54.0,,,,
2025-04-13,,,hospital wait time_emergency room,,,,,38.0,28.0
2025-04-13,33.0,3.0,ambulance_heat stroke,,,,,,
2025-04-13,,,breathing problems_asthma attack,50.0,0.0,,,,
2025-04-13,,,air quality_chest pain,,,1.0,2.0,,
2025-04-20,,,hospital wait time_emergency room,,,,,37.0,32.0
2025-04-20,,,air quality_chest pain,,,1.0,2.0,,
2025-04-20,,,breathing problems_asthma attack,44.0,39.0,,,,
2025-04-20,37.0,4.0,ambulance_heat stroke,,,,,,
2025-04-27,,,hospital wait time_emergency room,,,,,31.0,34.0
2025-04-27,32.0,4.0,ambulance_heat stroke,,,,,,
2025-04-27,,,breathing problems_asthma attack,49.0,45.0,,,,
2025-04-27,,,air quality_chest pain,,,1.0,2.0,,
2025-05-04,,,hospital wait time_emergency room,,,,,33.0,26.0
2025-05-04,38.0,5.0,ambulance_heat stroke,,,,,,
2025-05-04,,,air quality_chest pain,,,1.0,2.0,,
2025-05-04,,,breathing problems_asthma attack,0.0,0.0,,,,
2025-05-11,37.0,15.0,ambulance_heat stroke,,,,,,
2025-05-11,,,air quality_chest pain,,,1.0,1.0,,
2025-05-11,,,hospital wait time_emergency room,,,,,32.0,26.0
2025-05-11,,,breathing problems_asthma attack,53.0,67.0,,,,
2025-05-18,,,breathing problems_asthma attack,0.0,54.0,,,,
2025-05-18,,,air quality_chest pain,,,1.0,2.0,,
2025-05-18,,,hospital wait time_emergency room,,,,,33.0,38.0
2025-05-18,34.0,4.0,ambulance_heat stroke,,,,,,
2025-05-25,,,air quality_chest pain,,,1.0,2.0,,
2025-05-25,,,hospital wait time_emergency room,,,,,30.0,32.0
2025-05-25,34.0,7.0,ambulance_heat stroke,,,,,,
2025-05-25,,,breathing problems_asthma attack,0.0,62.0,,,,
2025-06-01,,,hospital wait time_emergency room,,,,,35.0,41.0
2025-06-01,,,breathing problems_asthma attack,0.0,0.0,,,,
2025-06-01,,,air quality_chest pain,,,27.0,1.0,,
2025-06-01,32.0,12.0,ambulance_heat stroke,,,,,,
2025-06-08,,,breathing problems_asthma attack,42.0,0.0,,,,
2025-06-08,36.0,9.0,ambulance_heat stroke,,,,,,
2025-06-08,,,air quality_chest pain,,,11.0,2.0,,
2025-06-08,,,hospital wait time_emergency room,,,,,40.0,41.0
2025-06-15,,,breathing problems_asthma attack,0.0,0.0,,,,
2025-06-15,,,hospital wait time_emergency room,,,,,34.0,32.0
2025-06-15,,,air quality_chest pain,,,2.0,2.0,,
2025-06-15,34.0,20.0,ambulance_heat stroke,,,,,,
2025-06-22,,,hospital wait time_emergency room,,,,,36.0,38.0
2025-06-22,,,air quality_chest pain,,,1.0,2.0,,
2025-06-22,33.0,100.0,ambulance_heat stroke,,,,,,
2025-06-22,,,breathing problems_asthma attack,60.0,0.0,,,,
2025-06-29,,,air quality_chest pain,,,1.0,2.0,,
2025-06-29,,,breathing problems_asthma attack,0.0,0.0,,,,
2025-06-29,,,hospital wait time_emergency room,,,,,43.0,36.0
2025-06-29,37.0,35.0,ambulance_heat stroke,,,,,,
2025-07-06,,,hospital wait time_emergency room,,,,,41.0,48.0
2025-07-06,,,breathing problems_asthma attack,52.0,59.0,,,,
2025-07-06,,,air quality_chest pain,,,1.0,2.0,,
2025-07-06,37.0,40.0,ambulance_heat stroke,,,,,,
2025-07-13,,,hospital wait time_emergency room,,,,,34.0,36.0
2025-07-13,,,breathing problems_asthma attack,43.0,0.0,,,,
2025-07-13,38.0,47.0,ambulance_heat stroke,,,,,,
2025-07-13,,,air quality_chest pain,,,17.0,2.0,,
2025-07-20,,,hospital wait time_emergency room,,,,,44.0,37.0
2025-07-20,,,breathing problems_asthma attack,0.0,0.0,,,,
2025-07-20,33.0,22.0,ambulance_heat stroke,,,,,,
2025-07-20,,,air quality_chest pain,,,3.0,2.0,,
2025-07-27,,,breathing problems_asthma attack,0.0,60.0,,,,
2025-07-27,,,air quality_chest pain,,,8.0,2.0,,
2025-07-27,,,hospital wait time_emergency room,,,,,35.0,40.0
2025-07-27,32.0,32.0,ambulance_heat stroke,,,,,,
2025-08-03,,,breathing problems_asthma attack,0.0,47.0,,,,
2025-08-03,,,air quality_chest pain,,,20.0,2.0,,
2025-08-03,35.0,16.0,ambulance_heat stroke,,,,,,
2025-08-03,,,hospital wait time_emergency room,,,,,41.0,48.0
2025-08-10,,,air quality_chest pain,,,4.0,1.0,,
2025-08-10,,,breathing problems_asthma attack,0.0,52.0,,,,
2025-08-10,38.0,39.0,ambulance_heat stroke,,,,,,
2025-08-10,,,hospital wait time_emergency room,,,,,37.0,41.0
2025-08-17,,,breathing problems_asthma attack,0.0,63.0,,,,
2025-08-17,,,air quality_chest pain,,,2.0,2.0,,
2025-08-17,37.0,10.0,ambulance_heat stroke,,,,,,
2025-08-17,,,hospital wait time_emergency room,,,,,49.0,32.0
2025-08-24,,,breathing problems_asthma attack,0.0,49.0,,,,
2025-08-24,35.0,4.0,ambulance_heat stroke,,,,,,
2025-08-24,,,air quality_chest pain,,,1.0,2.0,,
2025-08-24,,,hospital wait time_emergency room,,,,,39.0,35.0
2025-08-31,,,hospital wait time_emergency room,,,,,40.0,33.0
2025-08-31,,,breathing problems_asthma attack,0.0,72.0,,,,
2025-08-31,,,air quality_chest pain,,,1.0,1.0,,
2025-08-31,35.0,3.0,ambulance_heat stroke,,,,,,
2025-09-07,37.0,3.0,ambulance_heat stroke,,,,,,
2025-09-07,,,breathing problems_asthma attack,0.0,0.0,,,,
2025-09-07,,,air quality_chest pain,,,1.0,2.0,,
2025-09-07,,,hospital wait time_emergency room,,,,,41.0,37.0
2025-09-14,,,air quality_chest pain,,,1.0,2.0,,
2025-09-14,,,hospital wait time_emergency room,,,,,41.0,38.0
2025-09-14,36.0,3.0,ambulance_heat stroke,,,,,,
2025-09-14,,,breathing problems_asthma attack,41.0,43.0,,,,
2025-09-21,,,breathing problems_asthma attack,0.0,0.0,,,,
2025-09-21,,,air quality_chest pain,,,1.0,2.0,,
2025-09-21,,,hospital wait time_emergency room,,,,,28.0,35.0
2025-09-21,35.0,2.0,ambulance_heat stroke,,,,,,
2025-09-28,,,air quality_chest pain,,,1.0,1.0,,
2025-09-28,33.0,3.0,ambulance_heat stroke,,,,,,
2025-09-28,,,breathing problems_asthma attack,53.0,76.0,,,,
2025-09-28,,,hospital wait time_emergency room,,,,,33.0,44.0
2025-10-05,30.0,3.0,ambulance_heat stroke,,,,,,
2025-10-05,,,hospital wait time_emergency room,,,,,36.0,38.0
2025-10-05,,,air quality_chest pain,,,1.0,2.0,,
2025-10-05,,,breathing problems_asthma attack,62.0,90.0,,,,
2025-10-12,31.0,2.0,ambulance_heat stroke,,,,,,
2025-10-12,,,hospital wait time_emergency room,,,,,43.0,41.0
2025-10-12,,,air quality_chest pain,,,1.0,2.0,,
2025-10-12,,,breathing problems_asthma attack,0.0,54.0,,,,
2025-10-19,,,air quality_chest pain,,,1.0,2.0,,
2025-10-19,37.0,0.0,ambulance_heat stroke,,,,,,
2025-10-19,,,hospital wait time_emergency room,,,,,32.0,39.0
2025-10-19,,,breathing problems_asthma attack,0.0,55.0,,,,
2025-10-26,,,breathing problems_asthma attack,0.0,0.0,,,,
2025-10-26,,,hospital wait time_emergency room,,,,,36.0,36.0
2025-10-26,,,air quality_chest pain,,,1.0,1.0,,
2025-10-26,33.0,0.0,ambulance_heat stroke,,,,,,
2025-11-02,,,hospital wait time_emergency room,,,,,37.0,42.0
2025-11-02,,,air quality_chest pain,,,1.0,2.0,,
2025-11-02,,,breathing problems_asthma attack,47.0,49.0,,,,
2025-11-02,33.0,2.0,ambulance_heat stroke,,,,,,
2025-11-09,,,air quality_chest pain,,,1.0,2.0,,
2025-11-09,,,breathing problems_asthma attack,40.0,61.0,,,,
2025-11-09,37.0,3.0,ambulance_heat stroke,,,,,,
2025-11-09,,,hospital wait time_emergency room,,,,,33.0,43.0
2025-11-16,,,air quality_chest pain,,,1.0,2.0,,
2025-11-16,,,hospital wait time_emergency room,,,,,39.0,48.0
2025-11-16,39.0,3.0,ambulance_heat stroke,,,,,,
2025-11-16,,,breathing problems_asthma attack,50.0,7.0,,,,
2025-11-23,,,air quality_chest pain,,,1.0,2.0,,
2025-11-23,,,hospital wait time_emergency room,,,,,39.0,38.0
2025-11-23,,,breathing problems_asthma attack,42.0,62.0,,,,
2025-11-23,34.0,2.0,ambulance_heat stroke,,,,,,
2025-11-30,,,breathing problems_asthma attack,37.0,53.0,,,,
2025-11-30,36.0,2.0,ambulance_heat stroke,,,,,,
2025-11-30,,,air quality_chest pain,,,1.0,2.0,,
2025-11-30,,,hospital wait time_emergency room,,,,,43.0,39.0
